"algorithmisation.antennas.id_cellule","algorithmisation.antennas.nom_cellule","algorithmisation.antennas.bsc_rnc","algorithmisation.antennas.bts_nodeb","algorithmisation.antennas.region","algorithmisation.antennas.departement","algorithmisation.antennas.arrondissement","algorithmisation.antennas.commune","algorithmisation.antennas.quartier","algorithmisation.antennas.zone","algorithmisation.antennas.x","algorithmisation.antennas.y","algorithmisation.antennas.plaque","algorithmisation.antennas.zone_drv","algorithmisation.antennas.longitude","algorithmisation.antennas.latitude","algorithmisation.antennas.azimut","algorithmisation.antennas.zone_dvri"
"608-01-00116-01434","ALMADIES03_SONATEL_2","DAKAR_RP12","ALMADIES03_SONATEL","DK","Dakar","Almadies","Ngor","Almadies03_Sonatel_2","Urbain","229293","1631166","dakarz2","Dakar III","-17,514252","14,740722","170","Ouakam-Ngor-Yoff"
"608-01-00116-20828","ALMADIES03_SONATEL_2","DAKAR_RP12","ALMADIES03_SONATEL","DK","Dakar","Almadies","Ngor","Almadies03_Sonatel_2","Urbain","229293","1631166","dakarz2","Dakar III","-17,514252","14,740722","170","Ouakam-Ngor-Yoff"
"608-01-00116-01435","ALMADIES03_SONATEL_3","DAKAR_RP12","ALMADIES03_SONATEL","DK","Dakar","Almadies","Ngor","Almadies03_Sonatel_3","Urbain","229293","1631166","dakarz2","Dakar III","-17,514252","14,740722","290","Ouakam-Ngor-Yoff"
"608-01-00116-20829","ALMADIES03_SONATEL_3","DAKAR_RP12","ALMADIES03_SONATEL","DK","Dakar","Almadies","Ngor","Almadies03_Sonatel_3","Urbain","229293","1631166","dakarz2","Dakar III","-17,514252","14,740722","290","Ouakam-Ngor-Yoff"
"608-01-00116-01848","ALMADIES03_SONATEL_D1","DAKAR_RP12","ALMADIES03_SONATEL","DK","Dakar","Almadies","Ngor","Almadies03_Sonatel_D1","Urbain","229293","1631166","dakarz2","Dakar III","-17,514252","14,740722","40","Ouakam-Ngor-Yoff"
"608-01-00116-20830","ALMADIES03_SONATEL_D1","DAKAR_RP12","ALMADIES03_SONATEL","DK","Dakar","Almadies","Ngor","Almadies03_Sonatel_D1","Urbain","229293","1631166","dakarz2","Dakar III","-17,514252","14,740722","40","Ouakam-Ngor-Yoff"
"608-01-00116-01849","ALMADIES03_SONATEL_D2","DAKAR_RP12","ALMADIES03_SONATEL","DK","Dakar","Almadies","Ngor","Almadies03_Sonatel_D2","Urbain","229293","1631166","dakarz2","Dakar III","-17,514252","14,740722","170","Ouakam-Ngor-Yoff"
"608-01-00116-20831","ALMADIES03_SONATEL_D2","DAKAR_RP12","ALMADIES03_SONATEL","DK","Dakar","Almadies","Ngor","Almadies03_Sonatel_D2","Urbain","229293","1631166","dakarz2","Dakar III","-17,514252","14,740722","170","Ouakam-Ngor-Yoff"
"608-01-00116-01850","ALMADIES03_SONATEL_D3","DAKAR_RP12","ALMADIES03_SONATEL","DK","Dakar","Almadies","Ngor","Almadies03_Sonatel_D3","Urbain","229293","1631166","dakarz2","Dakar III","-17,514252","14,740722","290","Ouakam-Ngor-Yoff"
"608-01-00116-20832","ALMADIES03_SONATEL_D3","DAKAR_RP12","ALMADIES03_SONATEL","DK","Dakar","Almadies","Ngor","Almadies03_Sonatel_D3","Urbain","229293","1631166","dakarz2","Dakar III","-17,514252","14,740722","290","Ouakam-Ngor-Yoff"
"608-01-09001-00174","ALMADIES03_SONATEL_h1","DAKAR_RP12","ALMADIES03_SONATEL","DK","Dakar","Almadies","Ngor","Almadies03_Sonatel_H1","Urbain","229293","1631166","dakarz2","Dakar III","-17,514252","14,740722","40","Ouakam-Ngor-Yoff"
"608-01-09002-00174","ALMADIES03_SONATEL_h1","RNC_RP","ALMADIES03_SONATEL","DK","Dakar","Almadies","Ngor","Almadies03_Sonatel_H1","Urbain","229293","1631166","dakarz2","Dakar III","-17,514252","14,740722","40","Ouakam-Ngor-Yoff"
"608-01-09003-00174","ALMADIES03_SONATEL_h1","RNC_RP","ALMADIES03_SONATEL","DK","Dakar","Almadies","Ngor","Almadies03_Sonatel_H1","Urbain","229293","1631166","dakarz2","Dakar III","-17,514252","14,740722","40","Ouakam-Ngor-Yoff"
"608-01-09017-00174","ALMADIES03_SONATEL_h1","RNC_RP","ALMADIES03_SONATEL","DK","Dakar","Almadies","Ngor","Almadies03_Sonatel_H1","Urbain","229293","1631166","dakarz2","Dakar III","-17,514252","14,740722","40","Ouakam-Ngor-Yoff"
"608-01-09001-00175","ALMADIES03_SONATEL_h2","RNC_RP","ALMADIES03_SONATEL","DK","Dakar","Almadies","Ngor","Almadies03_Sonatel_H2","Urbain","229293","1631166","dakarz2","Dakar III","-17,514252","14,740722","170","Ouakam-Ngor-Yoff"
"608-01-09002-00175","ALMADIES03_SONATEL_h2","RNC_RP","ALMADIES03_SONATEL","DK","Dakar","Almadies","Ngor","Almadies03_Sonatel_H2","Urbain","229293","1631166","dakarz2","Dakar III","-17,514252","14,740722","170","Ouakam-Ngor-Yoff"
"608-01-09003-00175","ALMADIES03_SONATEL_h2","RNC_RP","ALMADIES03_SONATEL","DK","Dakar","Almadies","Ngor","Almadies03_Sonatel_H2","Urbain","229293","1631166","dakarz2","Dakar III","-17,514252","14,740722","170","Ouakam-Ngor-Yoff"
"608-01-09017-00175","ALMADIES03_SONATEL_h2","RNC_RP","ALMADIES03_SONATEL","DK","Dakar","Almadies","Ngor","Almadies03_Sonatel_H2","Urbain","229293","1631166","dakarz2","Dakar III","-17,514252","14,740722","170","Ouakam-Ngor-Yoff"
"608-01-09001-00176","ALMADIES03_SONATEL_h3","RNC_RP","ALMADIES03_SONATEL","DK","Dakar","Almadies","Ngor","Almadies03_Sonatel_H3","Urbain","229293","1631166","dakarz2","Dakar III","-17,514252","14,740722","290","Ouakam-Ngor-Yoff"
"608-01-09002-00176","ALMADIES03_SONATEL_h3","RNC_RP","ALMADIES03_SONATEL","DK","Dakar","Almadies","Ngor","Almadies03_Sonatel_H3","Urbain","229293","1631166","dakarz2","Dakar III","-17,514252","14,740722","290","Ouakam-Ngor-Yoff"
"608-01-09003-00176","ALMADIES03_SONATEL_h3","RNC_RP","ALMADIES03_SONATEL","DK","Dakar","Almadies","Ngor","Almadies03_Sonatel_H3","Urbain","229293","1631166","dakarz2","Dakar III","-17,514252","14,740722","290","Ouakam-Ngor-Yoff"
"608-01-09017-00176","ALMADIES03_SONATEL_h3","RNC_RP","ALMADIES03_SONATEL","DK","Dakar","Almadies","Ngor","Almadies03_Sonatel_H3","Urbain","229293","1631166","dakarz2","Dakar III","-17,514252","14,740722","290","Ouakam-Ngor-Yoff"
"608-01-09001-00177","ALMADIES03_SONATEL_h4","RNC_RP","ALMADIES03_SONATEL","DK","Dakar","Almadies","Ngor","Almadies03_Sonatel_H4","Urbain","229293","1631166","dakarz2","Dakar III","-17,514252","14,740722","40","Ouakam-Ngor-Yoff"
"608-01-09017-00177","ALMADIES03_SONATEL_h4","RNC_RP","ALMADIES03_SONATEL","DK","Dakar","Almadies","Ngor","Almadies03_Sonatel_H4","Urbain","229293","1631166","dakarz2","Dakar III","-17,514252","14,740722","40","Ouakam-Ngor-Yoff"
"608-01-09001-00178","ALMADIES03_SONATEL_h5","RNC_RP","ALMADIES03_SONATEL","DK","Dakar","Almadies","Ngor","Almadies03_Sonatel_H5","Urbain","229293","1631166","dakarz2","Dakar III","-17,514252","14,740722","170","Ouakam-Ngor-Yoff"
"608-01-09017-00178","ALMADIES03_SONATEL_h5","RNC_RP","ALMADIES03_SONATEL","DK","Dakar","Almadies","Ngor","Almadies03_Sonatel_H5","Urbain","229293","1631166","dakarz2","Dakar III","-17,514252","14,740722","170","Ouakam-Ngor-Yoff"
"608-01-09001-00179","ALMADIES03_SONATEL_h6","RNC_RP","ALMADIES03_SONATEL","DK","Dakar","Almadies","Ngor","Almadies03_Sonatel_H6","Urbain","229293","1631166","dakarz2","Dakar III","-17,514252","14,740722","290","Ouakam-Ngor-Yoff"
"608-01-09017-00179","ALMADIES03_SONATEL_h6","RNC_RP","ALMADIES03_SONATEL","DK","Dakar","Almadies","Ngor","Almadies03_Sonatel_H6","Urbain","229293","1631166","dakarz2","Dakar III","-17,514252","14,740722","290","Ouakam-Ngor-Yoff"
"608-01-09017-31271","ALMADIES03_SONATEL_R1","RNC_RP","ALMADIES03_SONATEL","DK","Dakar","Almadies","Ngor","Almadies03_Sonatel_R1","Urbain","229300","1631161","dakarz2","Dakar III","-17,514252","14,740722","40","Ouakam-Ngor-Yoff"
"608-01-09017-31272","ALMADIES03_SONATEL_R2","RNC_RP","ALMADIES03_SONATEL","DK","Dakar","Almadies","Ngor","Almadies03_Sonatel_R2","Urbain","229300","1631161","dakarz2","Dakar III","-17,514252","14,740722","170","Ouakam-Ngor-Yoff"
"608-01-09017-31273","ALMADIES03_SONATEL_R3","RNC_RP","ALMADIES03_SONATEL","DK","Dakar","Almadies","Ngor","Almadies03_Sonatel_R3","Urbain","229300","1631161","dakarz2","Dakar III","-17,514252","14,740722","290","Ouakam-Ngor-Yoff"
"608-01-09001-00171","ALMADIES03_SONATEL_u1","RNC_RP","ALMADIES03_SONATEL","DK","Dakar","Almadies","Ngor","Almadies03_Sonatel_U1","Urbain","229293","1631166","dakarz2","Dakar III","-17,514252","14,740722","40","Ouakam-Ngor-Yoff"
"608-01-09017-00171","ALMADIES03_SONATEL_u1","RNC_RP","ALMADIES03_SONATEL","DK","Dakar","Almadies","Ngor","Almadies03_Sonatel_U1","Urbain","229293","1631166","dakarz2","Dakar III","-17,514252","14,740722","40","Ouakam-Ngor-Yoff"
"608-01-09001-00172","ALMADIES03_SONATEL_u2","RNC_RP","ALMADIES03_SONATEL","DK","Dakar","Almadies","Ngor","Almadies03_Sonatel_U2","Urbain","229293","1631166","dakarz2","Dakar III","-17,514252","14,740722","170","Ouakam-Ngor-Yoff"
"608-01-09017-00172","ALMADIES03_SONATEL_u2","RNC_RP","ALMADIES03_SONATEL","DK","Dakar","Almadies","Ngor","Almadies03_Sonatel_U2","Urbain","229293","1631166","dakarz2","Dakar III","-17,514252","14,740722","170","Ouakam-Ngor-Yoff"
"608-01-09001-00173","ALMADIES03_SONATEL_u3","RNC_RP","ALMADIES03_SONATEL","DK","Dakar","Almadies","Ngor","Almadies03_Sonatel_U3","Urbain","229293","1631166","dakarz2","Dakar III","-17,514252","14,740722","290","Ouakam-Ngor-Yoff"
"608-01-09017-00173","ALMADIES03_SONATEL_u3","RNC_RP","ALMADIES03_SONATEL","DK","Dakar","Almadies","Ngor","Almadies03_Sonatel_U3","Urbain","229293","1631166","dakarz2","Dakar III","-17,514252","14,740722","290","Ouakam-Ngor-Yoff"
"608-01-00116-12115","ALMADIES04_RESIDENCE_1","DAKAR_RP12","ALMADIES04_RESIDENCE","DK","Dakar","Almadies","Ngor","Almadies04_Residence_1","Urbain","229293","1631166","dakarz2","Dakar III","-17,515861","14,745836","60","Ouakam-Ngor-Yoff"
"608-01-00116-20833","ALMADIES04_RESIDENCE_1","DAKAR_RP12","ALMADIES04_RESIDENCE","DK","Dakar","Almadies","Ngor","Almadies04_Residence_1","Urbain","229293","1631166","dakarz2","Dakar III","-17,515861","14,745836","60","Ouakam-Ngor-Yoff"
"608-01-00116-12116","ALMADIES04_RESIDENCE_2","DAKAR_RP12","ALMADIES04_RESIDENCE","DK","Dakar","Almadies","Ngor","Almadies04_Residence_2","Urbain","229293","1631166","dakarz2","Dakar III","-17,515861","14,745836","200","Ouakam-Ngor-Yoff"
"608-01-00116-20834","ALMADIES04_RESIDENCE_2","DAKAR_RP12","ALMADIES04_RESIDENCE","DK","Dakar","Almadies","Ngor","Almadies04_Residence_2","Urbain","229293","1631166","dakarz2","Dakar III","-17,515861","14,745836","200","Ouakam-Ngor-Yoff"
"608-01-00116-12117","ALMADIES04_RESIDENCE_3","DAKAR_RP12","ALMADIES04_RESIDENCE","DK","Dakar","Almadies","Ngor","Almadies04_Residence_3","Urbain","229293","1631166","dakarz2","Dakar III","-17,515861","14,745836","285","Ouakam-Ngor-Yoff"
"608-01-00116-20835","ALMADIES04_RESIDENCE_3","DAKAR_RP12","ALMADIES04_RESIDENCE","DK","Dakar","Almadies","Ngor","Almadies04_Residence_3","Urbain","229293","1631166","dakarz2","Dakar III","-17,515861","14,745836","285","Ouakam-Ngor-Yoff"
"608-01-00116-12118","ALMADIES04_RESIDENCE_D1","DAKAR_RP12","ALMADIES04_RESIDENCE","DK","Dakar","Almadies","Ngor","Almadies04_Residence_D1","Urbain","229293","1631166","dakarz2","Dakar III","-17,515861","14,745836","60","Ouakam-Ngor-Yoff"
"608-01-00116-20836","ALMADIES04_RESIDENCE_D1","DAKAR_RP12","ALMADIES04_RESIDENCE","DK","Dakar","Almadies","Ngor","Almadies04_Residence_D1","Urbain","229293","1631166","dakarz2","Dakar III","-17,515861","14,745836","60","Ouakam-Ngor-Yoff"
"608-01-00116-12119","ALMADIES04_RESIDENCE_D2","DAKAR_RP12","ALMADIES04_RESIDENCE","DK","Dakar","Almadies","Ngor","Almadies04_Residence_D2","Urbain","229293","1631166","dakarz2","Dakar III","-17,515861","14,745836","200","Ouakam-Ngor-Yoff"
"608-01-00116-20837","ALMADIES04_RESIDENCE_D2","DAKAR_RP12","ALMADIES04_RESIDENCE","DK","Dakar","Almadies","Ngor","Almadies04_Residence_D2","Urbain","229293","1631166","dakarz2","Dakar III","-17,515861","14,745836","200","Ouakam-Ngor-Yoff"
"608-01-00116-12120","ALMADIES04_RESIDENCE_D3","DAKAR_RP12","ALMADIES04_RESIDENCE","DK","Dakar","Almadies","Ngor","Almadies04_Residence_D3","Urbain","229293","1631166","dakarz2","Dakar III","-17,515861","14,745836","285","Ouakam-Ngor-Yoff"
"608-01-00116-20838","ALMADIES04_RESIDENCE_D3","DAKAR_RP12","ALMADIES04_RESIDENCE","DK","Dakar","Almadies","Ngor","Almadies04_Residence_D3","Urbain","229293","1631166","dakarz2","Dakar III","-17,515861","14,745836","285","Ouakam-Ngor-Yoff"
"608-01-09017-38891","ALMADIES04_RESIDENCE_h7","","ALMADIES04_RESIDENCE","DK","Dakar","Almadies","Ngor","Almadies04_Residence_H7","Urbain","229133","1631729","dakarz2","Dakar III","-17,515861","14,745836","70","Ouakam-Ngor-Yoff"
"608-01-09017-38892","ALMADIES04_RESIDENCE_h8","RNC_RP","ALMADIES04_RESIDENCE","DK","Dakar","Almadies","Ngor","Almadies04_Residence_H8","Urbain","229133","1631729","dakarZ2","Dakar III","-17,5158613","14,74583582","270","Ouakam-Ngor-Yoff"
"608-01-09017-38893","ALMADIES04_RESIDENCE_h9","RNC_RP","ALMADIES04_RESIDENCE","DK","Dakar","Almadies","Ngor","Almadies04_Residence_H9","Urbain","229133","1631729","dakarZ2","Dakar III","-17,5158613","14,74583582","200","Ouakam-Ngor-Yoff"
"608-01-09017-32201","ALMADIES04_RESIDENCE_R1","RNC_RP","ALMADIES04_RESIDENCE","DK","Dakar","Almadies","Ngor","Almadies04_Residence_R1","Urbain","229133","1631729","dakarz2","Dakar III","-17,515861","14,745836","60","Ouakam-Ngor-Yoff"
"608-01-09017-32202","ALMADIES04_RESIDENCE_R2","RNC_RP","ALMADIES04_RESIDENCE","DK","Dakar","Almadies","Ngor","Almadies04_Residence_R2","Urbain","229133","1631729","dakarz2","Dakar III","-17,515861","14,745836","200","Ouakam-Ngor-Yoff"
"608-01-09017-32203","ALMADIES04_RESIDENCE_R3","RNC_RP","ALMADIES04_RESIDENCE","DK","Dakar","Almadies","Ngor","Almadies04_Residence_R3","Urbain","229133","1631729","dakarz2","Dakar III","-17,515861","14,745836","285","Ouakam-Ngor-Yoff"
"608-01-09001-09584","ALMADIES04_SONATEL_h1","RNC_RP","ALMADIES04_SONATEL","DK","Dakar","Almadies","Ngor","Almadies04_Sonatel_H1","Urbain","229133","1631729","dakarz2","Dakar III","-17,5158613","14,74583582","285","Ouakam-Ngor-Yoff"
"608-01-09017-09584","ALMADIES04_SONATEL_h1","RNC_RP","ALMADIES04_SONATEL","DK","Dakar","Almadies","Ngor","Almadies04_Sonatel_H1","Urbain","229133","1631729","dakarz2","Dakar III","-17,5158613","14,74583582","50","Ouakam-Ngor-Yoff"
"608-01-09001-09585","ALMADIES04_SONATEL_h2","RNC_RP","ALMADIES04_SONATEL","DK","Dakar","Almadies","Ngor","Almadies04_Sonatel_H2","Urbain","229133","1631729","dakarz2","Dakar III","-17,5158613","14,74583582","50","Ouakam-Ngor-Yoff"
"608-01-09017-09585","ALMADIES04_SONATEL_h2","RNC_RP","ALMADIES04_SONATEL","DK","Dakar","Almadies","Ngor","Almadies04_Sonatel_H2","Urbain","229133","1631729","dakarz2","Dakar III","-17,5158613","14,74583582","50","Ouakam-Ngor-Yoff"
"608-01-09001-09586","ALMADIES04_SONATEL_h3","RNC_RP","ALMADIES04_SONATEL","DK","Dakar","Almadies","Ngor","Almadies04_Sonatel_H3","Urbain","229133","1631729","dakarz2","Dakar III","-17,5158613","14,74583582","50","Ouakam-Ngor-Yoff"
"608-01-09017-09586","ALMADIES04_SONATEL_h3","RNC_RP","ALMADIES04_SONATEL","DK","Dakar","Almadies","Ngor","Almadies04_Sonatel_H3","Urbain","229133","1631729","dakarz2","Dakar III","-17,5158613","14,74583582","170","Ouakam-Ngor-Yoff"
"608-01-09001-09587","ALMADIES04_SONATEL_h4","RNC_RP","ALMADIES04_SONATEL","DK","Dakar","Almadies","Ngor","Almadies04_Sonatel_H4","Urbain","229133","1631729","dakarz2","Dakar III","-17,5158613","14,74583582","170","Ouakam-Ngor-Yoff"
"608-01-09017-09587","ALMADIES04_SONATEL_h4","RNC_RP","ALMADIES04_SONATEL","DK","Dakar","Almadies","Ngor","Almadies04_Sonatel_H4","Urbain","229133","1631729","dakarz2","Dakar III","-17,5158613","14,74583582","50","Ouakam-Ngor-Yoff"
"608-01-09001-09588","ALMADIES04_SONATEL_h5","RNC_RP","ALMADIES04_SONATEL","DK","Dakar","Almadies","Ngor","Almadies04_Sonatel_H5","Urbain","229133","1631729","dakarz2","Dakar III","-17,5158613","14,74583582","50","Ouakam-Ngor-Yoff"
"608-01-09017-09588","ALMADIES04_SONATEL_h5","RNC_RP","ALMADIES04_SONATEL","DK","Dakar","Almadies","Ngor","Almadies04_Sonatel_H5","Urbain","229133","1631729","dakarz2","Dakar III","-17,5158613","14,74583582","50","Ouakam-Ngor-Yoff"
"608-01-09001-09589","ALMADIES04_SONATEL_h6","RNC_RP","ALMADIES04_SONATEL","DK","Dakar","Almadies","Ngor","Almadies04_Sonatel_H6","Urbain","229133","1631729","dakarz2","Dakar III","-17,5158613","14,74583582","50","Ouakam-Ngor-Yoff"
"608-01-09017-09589","ALMADIES04_SONATEL_h6","RNC_RP","ALMADIES04_SONATEL","DK","Dakar","Almadies","Ngor","Almadies04_Sonatel_H6","Urbain","229133","1631729","dakarz2","Dakar III","-17,5158613","14,74583582","170","Ouakam-Ngor-Yoff"
"608-01-09001-09581","ALMADIES04_SONATEL_u1","RNC_RP","ALMADIES04_SONATEL","DK","Dakar","Almadies","Ngor","Almadies04_Sonatel_U1","Urbain","229133","1631729","dakarz2","Dakar III","-17,5158613","14,74583582","170","Ouakam-Ngor-Yoff"
"608-01-09017-09581","ALMADIES04_SONATEL_u1","RNC_RP","ALMADIES04_SONATEL","DK","Dakar","Almadies","Ngor","Almadies04_Sonatel_U1","Urbain","229133","1631729","dakarz2","Dakar III","-17,5158613","14,74583582","50","Ouakam-Ngor-Yoff"
"608-01-09001-09582","ALMADIES04_SONATEL_u2","RNC_RP","ALMADIES04_SONATEL","DK","Dakar","Almadies","Ngor","Almadies04_Sonatel_U2","Urbain","229133","1631729","dakarz2","Dakar III","-17,5158613","14,74583582","50","Ouakam-Ngor-Yoff"
"608-01-09017-09582","ALMADIES04_SONATEL_u2","RNC_RP","ALMADIES04_SONATEL","DK","Dakar","Almadies","Ngor","Almadies04_Sonatel_U2","Urbain","229133","1631729","dakarz2","Dakar III","-17,5158613","14,74583582","50","Ouakam-Ngor-Yoff"
"608-01-09001-09583","ALMADIES04_SONATEL_u3","RNC_RP","ALMADIES04_SONATEL","DK","Dakar","Almadies","Ngor","Almadies04_Sonatel_U3","Urbain","229133","1631729","dakarz2","Dakar III","-17,5158613","14,74583582","50","Ouakam-Ngor-Yoff"
"608-01-09017-09583","ALMADIES04_SONATEL_u3","RNC_RP","ALMADIES04_SONATEL","DK","Dakar","Almadies","Ngor","Almadies04_Sonatel_U3","Urbain","229133","1631729","dakarz2","Dakar III","-17,5158613","14,74583582","170","Ouakam-Ngor-Yoff"
"608-01-00116-06025","ALMADIES05_TERRAIN_1","RNC_RP","ALMADIES05_TERRAIN","DK","Dakar","Almadies","Ngor","Almadies05_Terrain_1","Urbain","229865","1631206","dakarz2","Dakar III","-17,509013","14,741186","30","Ouakam-Ngor-Yoff"
"608-01-00116-20839","ALMADIES05_TERRAIN_1","RNC_RP","ALMADIES05_TERRAIN","DK","Dakar","Almadies","Ngor","Almadies05_Terrain_1","Urbain","229865","1631206","dakarz2","Dakar III","-17,509013","14,741186","30","Ouakam-Ngor-Yoff"
"608-01-00116-06026","ALMADIES05_TERRAIN_2","RNC_RP","ALMADIES05_TERRAIN","DK","Dakar","Almadies","Ngor","Almadies05_Terrain_2","Urbain","229865","1631206","dakarz2","Dakar III","-17,509013","14,741186","200","Ouakam-Ngor-Yoff"
"608-01-00116-20840","ALMADIES05_TERRAIN_2","RNC_RP","ALMADIES05_TERRAIN","DK","Dakar","Almadies","Ngor","Almadies05_Terrain_2","Urbain","229865","1631206","dakarz2","Dakar III","-17,509013","14,741186","200","Ouakam-Ngor-Yoff"
"608-01-00116-06027","ALMADIES05_TERRAIN_3","RNC_RP","ALMADIES05_TERRAIN","DK","Dakar","Almadies","Ngor","Almadies05_Terrain_3","Urbain","229865","1631206","dakarz2","Dakar III","-17,509013","14,741186","290","Ouakam-Ngor-Yoff"
